,basket_icon_click,basket_add_list,basket_add_detail,sort_by,image_picker,account_page_click,promo_banner_click,detail_wishlist_add,list_size_dropdown,closed_minibasket_click,checked_delivery_detail,checked_returns_detail,sign_in,saw_checkout,saw_sizecharts,saw_delivery,saw_account_upgrade,saw_homepage,device_mobile,device_computer,device_tablet,returning_user,loc_uk,MCA0,MCA1,MCA2,MCA3,MCA4,MCA5,MCA6,MCA7,Cluster
288330,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,-0.17700614823032051,0.3687536589758857,-0.38906634086464065,-0.12937732406387686,0.034684303232431685,-0.14015183950169827,-0.0235385359439421,0.19985373187410163,0
288341,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0.15057594457406256,-0.28896438713482453,-0.2803896207945614,0.21035593516394965,0.07021211384345344,-0.05087611481307608,0.0718399645854761,-0.17011327259616063,2
288351,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.07190909504301916,0.2738764010440313,-0.09641271115203393,-0.06079187048053501,0.037582767883837756,-0.223721341410886,-0.17908828940224303,0.17996778383070716,0
288360,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,-0.12143326193518,0.6099996292601847,0.2253604042761912,-0.07602732110475428,0.1695538260697009,-0.22394789083697247,-0.061282235363107944,0.33415224545752653,0
288394,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.07810642336270471,-0.231835966066053,-0.1973954288518141,-0.11977830708169694,0.021835342141673545,0.03806488723314651,0.03776685413481282,-0.18835706436256763,2
288422,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.07810642336270471,-0.231835966066053,-0.1973954288518141,-0.11977830708169694,0.021835342141673545,0.03806488723314651,0.03776685413481282,-0.18835706436256763,2
288496,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.046821863798416775,-0.2545326033049567,0.037559046538253156,-0.10075352549183124,0.05412020165834717,-0.002854248047685054,0.014598928044754803,-0.1075002464134488,1
288501,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.0817449661867103,-0.18651385696951214,-0.13717527045076258,-0.04448006930088702,0.05457614597554492,-0.03184325031916642,0.0537421436874974,0.022739258999497736,2
288526,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,-0.5525578598968991,-0.41556530978323725,0.3698108389636749,-0.19587157278107853,0.30784730621578843,0.04823891843520224,0.5895575126467607,0.5247766266109679,1
288549,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0.15307219143818362,-0.27083363171348274,0.17511584168160674,0.16327224318710964,0.0853107316926059,-0.24286659594780377,-0.06674607836616125,0.2700803113718249,1
288564,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0.0979584665843649,-0.20797367018494126,-0.25203881843782905,0.019826544719413565,-0.0009626653843050644,-0.07976922631636,-0.045762263347972905,0.030522931108734153,2
288590,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0.1818605041383505,-0.3116610243737282,-0.04543514540449416,0.22938071675381536,0.10249697336012707,-0.09179525009390765,0.048672038495418075,-0.08925645464704178,1
288606,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0.18396505102284896,0.19198170214946278,-0.05231148148315832,0.3316965270655023,0.2175778129414426,-0.17829754978949441,0.05300521416538183,-0.06633897727067326,0
288616,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,-0.009377305955350199,0.5281049303656161,0.2694616339450668,0.31646107644128313,0.34954887112730576,-0.17852409921558085,0.17081126820451692,0.08784548435614611,0
288628,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,-0.10123192028547949,0.1448873917251632,0.21059042752953802,0.4351685646998993,-0.344369066822733,-0.14545270367872157,0.13991609050811774,0.34754894264082,3
288633,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,-0.15208342722514534,0.5700762185446245,-0.06764261483551767,-0.21187785463954967,0.07791980190737573,-0.08940722510118403,-0.06035539413570449,0.020486036835145514,0
288682,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.024766831350020498,0.8135322580134374,0.1046124841410054,-0.22437261232457317,0.048749666815524506,-0.14552975430609774,-0.2263861362610809,0.05383745141291676,0
288697,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0.06191943284407607,0.07294668460629011,-0.21691362198900013,0.22445778628074964,-0.519378023410563,0.06861582977932287,0.0062769932954085455,-0.22556059428804623,3
288715,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.012533155684445867,-0.2599313016859374,0.2703419072489105,-0.04020122973784576,0.113013421986801,-0.06748677623116059,-0.0023032027353332234,-0.004930361153133164,1
288764,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0.19629286917324318,0.16727154480887643,0.3698642565909425,-0.09286224022889349,-0.5114056041099957,0.3821251444858109,0.22318787947231952,0.24350854114787077,3
288767,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0.11565284218576902,-0.22094564079937992,-0.4551239377835771,0.26662939135489383,0.07066805816065119,-0.07986511708455744,0.11098318022821868,-0.0398737671832141,2
288788,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.012533155684445867,-0.2599313016859374,0.2703419072489105,-0.04020122973784576,0.113013421986801,-0.06748677623116059,-0.0023032027353332234,-0.004930361153133164,1
288818,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0.12131979315160143,0.19241864064131975,0.5971111091153,0.46459982974478553,-0.4446683769445828,0.05235175602098715,-0.03590307039239809,-0.1693222256186389,3
288819,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,-0.15317988184404374,0.20652623261520556,0.3096194429748184,0.05593297203608496,-0.3249260425402867,-0.07710503781008446,-0.004629719534848211,0.29792477239210063,3
288820,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0.1035673813840471,0.6666111479317247,0.0769636175801163,-0.5950426417933388,-0.07814743672117724,0.25177561173566454,0.02826844933499591,0.38860807326540886,0
288851,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.07810642336270471,-0.231835966066053,-0.1973954288518141,-0.11977830708169694,0.021835342141673545,0.03806488723314651,0.03776685413481282,-0.18835706436256763,2
288863,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,-0.03255965919701114,0.3984889013128311,-0.4100252950929105,-0.1966285714534844,0.022831877514294434,0.27296800643673014,0.5548992555701638,-0.194275620415323,0
288881,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.07810642336270471,-0.231835966066053,-0.1973954288518141,-0.11977830708169694,0.021835342141673545,0.03806488723314651,0.03776685413481282,-0.18835706436256763,2
288922,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,-0.030661484136519764,0.2814602617003364,-0.11218225048510759,0.323663369236146,0.2735725686184903,-0.15936057606378215,0.19165283684359477,0.05611685603303688,0
288944,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0.12134719165003292,0.5423137250035294,0.12272872991368118,0.11494006223623757,0.19009447670582588,-0.18543504916374545,-0.06227065631708694,0.08516903680821192,0
288945,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0.18899302907000523,0.5065096649720138,-0.10828576314998432,0.013162598908034529,0.17512244909976005,0.1311977138697359,-0.22793818564588914,-0.44669761884056935,0
288965,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0.2406246970079538,-0.2598743403829419,0.2801227667321531,-0.1380500948258378,0.07982865036239711,0.09672740117428923,-0.3562947313623145,-0.2196463698728932,1
288997,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,-0.07561017649858359,-0.2137052106447112,0.25811003362435403,-0.16686199905853702,0.03693395999082601,-0.1539255939015812,-0.10081918881682451,0.25183651960541786,1
289016,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0.10294699724122809,0.18061296088150114,0.1885019309684614,0.07149207138656118,-0.48146942150876676,0.05977649977575724,-0.34765295560499715,0.12237281426388938,3
289057,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.046821863798416775,-0.2545326033049567,0.037559046538253156,-0.10075352549183124,0.05412020165834717,-0.002854248047685054,0.014598928044754803,-0.1075002464134488,1
289064,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0.1764716356880269,0.009182741133063355,0.28269307015604367,0.5698624918499469,-0.32428436050380577,-0.07795085973401321,0.09978445391139606,-0.031673771421441135,3
289072,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0.1220188159333222,-0.36749652129729354,0.3232069891809931,-0.05493020343797786,-0.10660084880596778,-0.006865748602386666,-0.2398214915255779,-0.08566695361508496,1
289090,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,-0.006631472559074394,-0.2931750946361829,-0.15676222054428798,-0.2611680501025204,-0.2738583906470702,0.0122470971914998,-0.2982674207369231,-0.012326776065968444,2
289108,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,-0.0055516051065647365,0.2760255961176396,-0.07745574278075933,-0.22114549004242243,0.13266186064665503,0.18741613384284705,-0.21865288709670433,-0.4096523351263923,0
289113,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,-0.14208304584202697,0.30073491264044117,-0.21433202387562483,-0.18565078025482107,0.03422835891523392,-0.1111628372302169,-0.0626817515866847,0.06961422646115512,0
289141,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.05768461683775299,-0.3460367080818644,0.43807053716805955,-0.11923681745827848,-0.051062037446117814,0.04106022739480693,-0.14031708449010757,-0.09345062572432136,1
289161,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0.06667390702007694,-0.18527703294603756,-0.48699329382789625,0.0008017631295478779,-0.03324752490097868,-0.03885009103552844,-0.02259433725791489,-0.05033388684038471,2
289221,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,-0.2111438819905178,0.6563661488990313,-0.3369021692911183,-0.22520347735906662,0.028768119983756835,-0.10742925742858682,-0.06689694494379016,0.1445646563935176,0
289224,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,-0.03815489947134175,0.098661300683937,0.22282230115409446,0.5618293340205905,-0.268289604826758,-0.05901388600830097,0.23843207658960902,0.09078206188226895,3
289230,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,-0.18782653095417898,-0.32845463359408794,0.18860512854024786,-0.24859941782840958,0.6029856873241629,0.5346014208624702,0.37392478251096317,-0.47145540132591907,1
289241,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0.038519988594232765,-0.2070696882402559,-0.324490850463437,-0.18213246238208758,-0.10978293121415142,-0.09629990643446767,-0.16025353898214878,0.0761934885052198,2
289255,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.02912748819701265,-0.26750457391939536,-0.16552607280749496,0.14604932114364905,0.12575092520330342,-0.0029501388158825054,0.17134437162094643,-0.17789694470539705,2
289288,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.012533155684445867,-0.2599313016859374,0.2703419072489105,-0.04020122973784576,0.113013421986801,-0.06748677623116059,-0.0023032027353332234,-0.004930361153133164,1
289317,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.07810642336270471,-0.231835966066053,-0.1973954288518141,-0.11977830708169694,0.021835342141673545,0.03806488723314651,0.03776685413481282,-0.18835706436256763,2
289349,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0.23246150645903157,0.32526150807684273,-0.25552992501438454,0.25015677778547196,0.46982150367824604,0.05741195756190306,0.09284802657507457,-0.5910881157292492,0
289352,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,-0.176106546565136,-0.11759112868938222,-0.3843616194653863,-0.19016562021144395,-0.053788175537103675,-0.07736293270875544,-0.021605916303935883,0.19864932180892989,2
289365,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,-0.1284892734092042,-0.09308498276133939,-0.037983470731627,0.2874353788921741,-0.3235951227992524,-0.07524314780467081,0.14352357128039323,0.2549431964149652,3
289415,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,-0.09185958060691697,0.7887659801876403,0.2317079057526283,-0.16201845702418255,0.18036794017134947,-0.011164960638483566,-0.02836574314411929,-0.21071310145487068,0
289438,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.046821863798416775,-0.2545326033049567,0.037559046538253156,-0.10075352549183124,0.05412020165834717,-0.002854248047685054,0.014598928044754803,-0.1075002464134488,1
289538,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0.15307219143818362,-0.27083363171348274,0.17511584168160674,0.16327224318710964,0.0853107316926059,-0.24286659594780377,-0.06674607836616125,0.2700803113718249,1
289657,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.012533155684445867,-0.2599313016859374,0.2703419072489105,-0.04020122973784576,0.113013421986801,-0.06748677623116059,-0.0023032027353332234,-0.004930361153133164,1
289658,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.05768461683775299,-0.3460367080818644,0.43807053716805955,-0.11923681745827848,-0.051062037446117814,0.04106022739480693,-0.14031708449010757,-0.09345062572432136,1
289664,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,-0.176106546565136,-0.11759112868938222,-0.3843616194653863,-0.19016562021144395,-0.053788175537103675,-0.07736293270875544,-0.021605916303935883,0.19864932180892989,2
289668,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,-0.0699219387651392,0.290306351703563,-0.2472199738115181,0.19543717492534846,-0.15224635666825806,0.25862978267295705,0.1678652976032261,-0.5252840141825965,3
289721,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,-0.066308817897186,0.07686864538971869,0.38532474451855364,0.378895108508955,-0.34482501113993075,-0.11646370140724022,0.10077287486537509,0.21730943722787346,3
289766,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0.11923094303139968,-0.16771880199288058,0.3317756804726609,0.20463894496145552,0.5280659161136881,0.06257517688773237,0.154214996380405,-0.4166494946942229,1
289771,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,-0.08651015954688647,0.5419808829247401,0.40009472126520684,-0.1323007772956985,0.16909788175250315,-0.19495888856549112,-0.10042545100585053,0.20391274004458004,0
289833,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,-0.07561017649858359,-0.2137052106447112,0.25811003362435403,-0.16686199905853702,0.03693395999082601,-0.1539255939015812,-0.10081918881682451,0.25183651960541786,1
289863,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0.06667390702007694,-0.18527703294603756,-0.48699329382789625,0.0008017631295478779,-0.03324752490097868,-0.03885009103552844,-0.02259433725791489,-0.05033388684038471,2
289895,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0.07847151248559571,0.1234275785097341,0.09572687954247155,0.49947517872019986,-0.399907878182583,-0.19337867967591518,0.04041168347264741,0.3553326147500564,3
289908,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.14217220838988076,0.4848524618559686,0.3171005293224596,0.19783346494994816,0.21747465345428305,-0.2838998906117137,-0.06635234055518728,0.22215653181098705,0
289915,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,-0.026631241332891565,-0.2493738184980536,0.2899793896686732,0.09896562916680905,0.1408495430524559,-0.19494061995061018,0.03275832866930904,0.2622966392625885,1
289967,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,-0.10736257478516578,0.2495470617100912,0.6801053010580473,0.13446558749913892,-0.49304514864636273,0.14129275806720976,-0.06997618084306133,-0.1875660173850459,3
289969,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0.026996330455782508,0.14096543094173467,-0.3916479389780158,0.28073124247169384,-0.5189220790933653,0.03962682750784152,0.045420208938151144,-0.09532108887509971,3
290002,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0.026632556122907686,-0.23301582878653201,0.1622034540085622,-0.2629090046001239,0.07647424139379329,0.20928590535495833,-0.23988819354675617,-0.3299999272424452,1
290004,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.012533155684445867,-0.2599313016859374,0.2703419072489105,-0.04020122973784576,0.113013421986801,-0.06748677623116059,-0.0023032027353332234,-0.004930361153133164,1
290021,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0.2406246970079538,-0.2598743403829419,0.2801227667321531,-0.1380500948258378,0.07982865036239711,0.09672740117428923,-0.3562947313623145,-0.2196463698728932,1
290029,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0.0849422349174288,-0.16232010361189986,0.09899281976200358,0.14408664920746994,0.4691726957852343,0.1272077050712079,0.17111712716049307,-0.5192193799545386,1
290043,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0.10159700940837049,-0.2532957792814821,-0.31225897683888054,-0.055471693061396335,-0.033703469218176435,-0.009861088764047087,-0.06173755290065749,-0.18057339225333122,2
290055,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0.026996330455782508,0.14096543094173467,-0.3916479389780158,0.28073124247169384,-0.5189220790933653,0.03962682750784152,0.045420208938151144,-0.09532108887509971,3
290072,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.0817449661867103,-0.18651385696951214,-0.13717527045076258,-0.04448006930088702,0.05457614597554492,-0.03184325031916642,0.0537421436874974,0.022739258999497736,2
290078,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0.03644577948124617,-0.29559990953927984,0.30221126329322967,0.22562639848750032,0.21692900504843088,-0.10850180228018957,0.1312743147508003,0.005529758504037449,1
290096,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0.06441567970819716,0.09107744002763192,0.23859184048716803,0.17737409430390957,-0.5042794055614106,-0.12337465135540482,-0.1323090496562288,0.21463298967993927,3
290115,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0.12989996817638783,-0.3178844111589844,-0.019885939449422466,-0.2966627598901217,-0.1754248889156491,0.3108260682645638,-0.45423855624694287,-0.4915933376535159,2
290134,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,-0.03608069035835522,0.18719152198296088,-0.4038798126025723,0.1540704731510026,-0.5950015410893402,-0.04681199016257907,-0.05309577714334015,0.16144579188345132,3
290149,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0.003596886205939207,-0.13905094190481135,-0.4992251674524527,-0.12585900619114337,-0.10932698689695367,-0.12528890870594903,-0.12111032333940618,0.2064329939181663,2
290159,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1.1880098202383231,0.43674145075715276,-0.21521680811700855,-0.5482193814593712,0.09485794114889588,0.7334983442072939,-0.14417725994892194,0.1683909556495933,0
290187,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,-0.11392912741618277,0.3225275679346595,-0.3768344672400842,-0.0027165547431856115,0.11076376522840668,-0.05371302183127766,0.07497745013754918,-0.05691314888444938,0
290190,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0.16717027708662935,-0.2813911149013666,0.155478359261844,0.02410538428245483,0.05747461062695101,-0.11541275222835418,-0.10180760977080353,0.002853310956103267,1
290212,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0.03644577948124617,-0.29559990953927984,0.30221126329322967,0.22562639848750032,0.21692900504843088,-0.10850180228018957,0.1312743147508003,0.005529758504037449,1
290225,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.02912748819701265,-0.26750457391939536,-0.16552607280749496,0.14604932114364905,0.12575092520330342,-0.0029501388158825054,0.17134437162094643,-0.17789694470539705,2
290239,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,-0.3559660171975428,0.56459987754147,0.269194479332941,0.2621791849562704,0.3881016149720749,0.8687241809243719,-0.7158374104397497,0.6525710585123267,0
290270,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,-0.07178270248619867,-0.3354792248939806,0.45770801958782226,0.019930041446376324,-0.023225916380462962,-0.08639361632464265,-0.1052555530854653,0.17377637469140025,1
290295,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,-0.06221111363185867,0.3356524681060181,0.5123766711388982,0.21350117521957163,-0.3289696892134439,0.032745754441242246,0.068037700911713,-0.09904575281385773,3
290315,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0.034429303812229625,0.4223133398611743,0.12046728604007177,0.055873069074620765,0.5130787561387914,0.011812293872337268,0.057848074897007815,-0.29566569887327526,0
290317,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0.043737539616721145,0.19379491167853533,0.35896488277795274,0.10516731211834329,0.1862825863330759,0.13043227006833902,0.060130105434706226,-0.45096412825201515,0
290328,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,-0.07900602502788921,0.25450882159921495,-0.2021001502510684,-0.058990010934129825,0.11030782091120891,-0.024724019559796306,0.0358342344948066,-0.18715265429739592,0
290340,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0.10159700940837049,-0.2532957792814821,-0.31225897683888054,-0.055471693061396335,-0.033703469218176435,-0.009861088764047087,-0.06173755290065749,-0.18057339225333122,2
290341,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0.10159700940837049,-0.2532957792814821,-0.31225897683888054,-0.055471693061396335,-0.033703469218176435,-0.009861088764047087,-0.06173755290065749,-0.18057339225333122,2
290384,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0.21614921225232137,-0.31705972275470895,0.18734771530616318,0.28993301250780085,0.16139019368858087,-0.15642777827738316,0.03176990771533004,0.013313430613273867,1
290427,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,-0.06880506476130709,0.05873788996837688,-0.07018071795761449,0.425978800485795,-0.35992362898908326,0.07552677972748745,0.23935891781701246,-0.22288414674011203,3
290447,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.046821863798416775,-0.2545326033049567,0.037559046538253156,-0.10075352549183124,0.05412020165834717,-0.002854248047685054,0.014598928044754803,-0.1075002464134488,1
290453,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.012533155684445867,-0.2599313016859374,0.2703419072489105,-0.04020122973784576,0.113013421986801,-0.06748677623116059,-0.0023032027353332234,-0.004930361153133164,1
290472,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,-0.07178270248619867,-0.3354792248939806,0.45770801958782226,0.019930041446376324,-0.023225916380462962,-0.08639361632464265,-0.1052555530854653,0.17377637469140025,1
290476,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0.025545796432943295,0.4600861840301715,0.4441959509340825,0.26018762025033876,0.349092926810108,-0.1495350969440995,0.1316680525617743,-0.042394021056800374,0
290522,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,-0.07810642336270471,-0.231835966066053,-0.1973954288518141,-0.11977830708169694,0.021835342141673545,0.03806488723314651,0.03776685413481282,-0.18835706436256763,2
290557,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0.003596886205939207,-0.13905094190481135,-0.4992251674524527,-0.12585900619114337,-0.10932698689695367,-0.12528890870594903,-0.12111032333940618,0.2064329939181663,2
290590,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,-0.14118344417684245,-0.1856098750248268,-0.20962730247637054,-0.24643907640238819,-0.054244119854301436,-0.04837393043727409,-0.06074913194667847,0.06840981639598338,2
290600,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0.10159700940837049,-0.2532957792814821,-0.31225897683888054,-0.055471693061396335,-0.033703469218176435,-0.009861088764047087,-0.06173755290065749,-0.18057339225333122,2
290625,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0.03554617781606166,0.1907448781259882,0.2975065418939753,0.2864146946350674,0.30540148381796617,-0.17129070907313237,0.1293416951107941,0.006734168569209181,0
290636,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,-0.17700614823032051,0.3687536589758857,-0.38906634086464065,-0.12937732406387686,0.034684303232431685,-0.14015183950169827,-0.0235385359439421,0.19985373187410163,0
290644,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,-0.14118344417684245,-0.1856098750248268,-0.20962730247637054,-0.24643907640238819,-0.054244119854301436,-0.04837393043727409,-0.06074913194667847,0.06840981639598338,2
290677,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,-0.14579022262464295,-0.09449140875689213,0.17728031039413492,-0.24214640427750092,0.08107628994973648,0.2781312257625595,0.6162662253754944,-0.019836999380296635,1
